id,title,link,description,price_numeric,original_price,discount_percent,rating,reviews_count,in_stock,scraped_at,website,category,hour,day_of_week,month,title_length,has_description,has_discount,has_rating,high_rating,website_encoded,category_encoded,deal_quality_score
3326,Other Entertainment,https://bensbargains.com/c/misc-entertainment/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,19,0,0,0,0,0,9,0.0
3327,Consoles / Handheld,https://bensbargains.com/c/consoles-handheld/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,19,0,0,0,0,0,9,0.0
3328,Gaming Accessories,https://bensbargains.com/c/gaming-accessories/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,18,0,0,0,0,0,9,0.0
3329,Tabletop Gaming,https://bensbargains.com/c/tabletop-gaming/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,15,0,0,0,0,0,9,0.0
3330,Video Games & Mobile Games,https://bensbargains.com/c/video-games-mobile/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,26,0,0,0,0,0,9,0.0
3331,Groceries & Essentials,https://bensbargains.com/c/grocery-essentials/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,22,0,0,0,0,0,9,0.0
3332,Household Essentials,https://bensbargains.com/c/household-necessities/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,20,0,0,0,0,0,9,0.0
3333,Office Supplies,https://bensbargains.com/c/office-supplies/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,15,0,0,0,0,0,9,0.0
3334,Health & Beauty,https://bensbargains.com/c/health-beauty/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,15,0,0,0,0,0,9,0.0
3335,Fragrance & Cosmetics,https://bensbargains.com/c/fragrance-cosmetics/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,21,0,0,0,0,0,9,0.0
3336,Grooming & Hygiene,https://bensbargains.com/c/shaving-skincare-hair/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,18,0,0,0,0,0,9,0.0
3337,Medicine Cabinet & First Aid,https://bensbargains.com/c/medicine-first-aid/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,28,0,0,0,0,0,9,0.0
3338,Other Health & Beauty,https://bensbargains.com/c/misc-health-beauty/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,21,0,0,0,0,0,9,0.0
3339,"Home, Garden & Tools",https://bensbargains.com/c/home-garden-tools/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,20,0,0,0,0,0,9,0.0
3340,Heating & Cooling,https://bensbargains.com/c/hvac/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,17,0,0,0,0,0,9,0.0
3341,Kitchen & Dining,https://bensbargains.com/c/kitchen/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,16,0,0,0,0,0,9,0.0
3342,"Patio, Lawn & Garden",https://bensbargains.com/c/patio-garden/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,20,0,0,0,0,0,9,0.0
3343,Storage & Organization,https://bensbargains.com/c/storage-organization/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,22,0,0,0,0,0,9,0.0
3344,Vacuums & Floor Care,https://bensbargains.com/c/vacuums-floor/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,20,0,0,0,0,0,9,0.0
3345,Speakers & Soundbars,https://bensbargains.com/c/speakers-soundbars/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,20,0,0,0,0,0,9,0.0
3346,Streaming & Media Players,https://bensbargains.com/c/players-media-streaming/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,25,0,0,0,0,0,9,0.0
3347,Other Home Theater,https://bensbargains.com/c/misc-home-theater/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,18,0,0,0,0,0,9,0.0
3348,Baby Monitors & Child Safety,https://bensbargains.com/c/child-safety/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,28,0,0,0,0,0,9,0.0
3349,Baby/Toddler Toys & Activity,https://bensbargains.com/c/kids-baby-toys/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,28,0,0,0,0,0,9,0.0
3350,"Bottles, Nursing & Feeding",https://bensbargains.com/c/bottles-nursing-feeding/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,26,0,0,0,0,0,9,0.0
3351,"Car Seats, Strollers & Travel Systems",https://bensbargains.com/c/car-seats-strollers/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,37,0,0,0,0,0,9,0.0
3352,Diapers & Wipes,https://bensbargains.com/c/diapers/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,15,0,0,0,0,0,9,0.0
3353,Other Kids & Baby,https://bensbargains.com/c/misc-kids-baby/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,17,0,0,0,0,0,9,0.0
3354,Smartwatches & Wearables,https://bensbargains.com/c/smartwatches-wearables/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,24,0,0,0,0,0,9,0.0
3355,Services & Special Offers,https://bensbargains.com/c/services-deals/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,25,0,0,0,0,0,9,0.0
3356,Gift Cards & Credit Cards,https://bensbargains.com/c/credit-cards/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,25,0,0,0,0,0,9,0.0
3357,Online Learning,https://bensbargains.com/c/elearning/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,15,0,0,0,0,0,9,0.0
3358,"Phone, Internet & Cable Plans",https://bensbargains.com/c/telecom-plans/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,29,0,0,0,0,0,9,0.0
3359,Site Announcements,https://bensbargains.com/c/announcements/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,18,0,0,0,0,0,9,0.0
3360,"Sports, Fitness & Outdoors",https://bensbargains.com/c/sports-fitness-outdoors/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,26,0,0,0,0,0,9,0.0
3361,Supplements & Health Food,https://bensbargains.com/c/fitness-supplements/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,25,0,0,0,0,0,9,0.0
3362,Toys & Collectibles,https://bensbargains.com/c/toys-collectibles/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,19,0,0,0,0,0,9,0.0
3363,Other Toys & Collectibles,https://bensbargains.com/c/misc-toys-collectibles/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,25,0,0,0,0,0,9,0.0
3364,Travel Accessories,https://bensbargains.com/c/travel-accessories/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,18,0,0,0,0,0,9,0.0
3365,Microsoft Store,https://bensbargains.com/s/microsoft-store/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,15,0,0,0,0,0,9,0.0
3366,B&H Photo Video,https://bensbargains.com/s/b-amp-h-photo-video/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,15,0,0,0,0,0,9,0.0
3367,Dell Refurbished,https://bensbargains.com/s/dell-refurbished/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,16,0,0,0,0,0,9,0.0
3368,Log In / Sign Up,https://bensbargains.com/user/auth/signup/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,16,0,0,0,0,0,9,0.0
3369,Dell Refurbished,https://bensbargains.com/c/desktop-computers/s/dell-refurbished/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,16,0,0,0,0,0,9,0.0
3370,Computers.woot!,https://bensbargains.com/c/desktop-computers/s/computers-woot-/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,15,0,0,0,0,0,9,0.0
3371,KAMRUI E3B AMD Ryzen 5 7430U / 32GB RAM / 512GB SSD Mini PC $252,https://coupons.bensbargains.com/redirects/clickTrack,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,64,0,0,0,0,0,9,0.0
3372,(-$10.00)Price DropSee Price History,https://bensbargains.com/price-change/1006806/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,36,0,0,0,0,0,9,0.0
3373,Computers.woot!,https://bensbargains.com/s/computers-woot-/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,15,0,0,0,0,0,9,0.0
3374,(-$20.00)Price DropSee Price History,https://bensbargains.com/price-change/1007790/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,36,0,0,0,0,0,9,0.0
3375,Timex Men's UFC Rush 52mm Watch$20atAmazon6 minutes ago,https://bensbargains.com/bargain/timex-men-s-ufc-rush-52mm-watch-1008572/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,55,0,0,0,0,0,9,0.0
3376,Roku Ultra 4K Wi-Fi 6 Streaming Device w/ Dolby Vision & Atmos (2024)$69atAmazon8 minutes ago,https://bensbargains.com/bargain/roku-ultra-4k-wi-fi-6-streaming-device-w-dolby-vision-atmos-2024-1008571/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,93,0,0,0,0,0,9,0.0
3377,DJI Mini 3 Fly More Combo Drone$575atAmazon20 minutes ago,https://bensbargains.com/bargain/dji-mini-3-fly-more-combo-drone-1008570/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,57,0,0,0,0,0,9,0.0
3378,5-Piece T-fal HybridMesh Tri-Ply Stainless Steel Fry Pan Set$54atWalmart26 minutes ago,https://bensbargains.com/bargain/5-piece-t-fal-hybridmesh-tri-ply-stainless-steel-fry-pan-set-1008569/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,86,0,0,0,0,0,9,0.0
3379,Hyper Bicycles E-Ride 700C 36V Electric Commuter E-Bike$337atWalmart28 minutes ago,https://bensbargains.com/bargain/hyper-bicycles-e-ride-700c-36v-electric-commuter-e-bike-1008568/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,82,0,0,0,0,0,9,0.0
3380,GoSports Skittle Scatter Numbered Block Toss Outdoor Game$33atAmazon30 minutes ago,https://bensbargains.com/bargain/gosports-skittle-scatter-numbered-block-toss-outdoor-game-1008567/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,82,0,0,0,0,0,9,0.0
3381,Smart Design Adjustable Pull Out Refrigerator Drawer$17atAmazon32 minutes ago,https://bensbargains.com/bargain/smart-design-adjustable-pull-out-refrigerator-drawer-1008566/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,77,0,0,0,0,0,9,0.0
3382,Anker 5' 10-in-1 USB-C Power Strip with Flat Plug$20atAmazon39 minutes ago,https://bensbargains.com/bargain/anker-5-10-in-1-usb-c-power-strip-with-flat-plug-1008565/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,74,0,0,0,0,0,9,0.0
3383,12-Pack Fruit of the Loom Men's Dual Defense Tube Socks$10atAmazon47 minutes ago,https://bensbargains.com/bargain/12-pack-fruit-of-the-loom-men-s-dual-defense-tube-socks-1008564/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,80,0,0,0,0,0,9,0.0
3384,Dyson V11 Torque Drive+ Cordless Vacuum (Refurb)$251ateBay53 minutes ago,https://bensbargains.com/bargain/dyson-v11-torque-drive-cordless-vacuum-refurb-1008563/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,72,0,0,0,0,0,9,0.0
3385,About Ben’s Bargains,https://bensbargains.com/about/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,20,0,0,0,0,0,9,0.0
3386,Your Privacy Choices,https://bensbargains.com/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,20,0,0,0,0,0,9,0.0
3387,Best Black Friday Deals,https://bensbargains.com/black-friday/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,desktop-computers,15,1,10,23,0,0,0,0,0,9,0.0
3388,Dell Refurbished,https://bensbargains.com/c/laptops/s/dell-refurbished/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,Laptops,15,1,10,16,0,0,0,0,0,0,0.0
3389,Dell Technologies,https://bensbargains.com/c/laptops/s/dell-business/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,Laptops,15,1,10,17,0,0,0,0,0,0,0.0
3390,Computers.woot!,https://bensbargains.com/c/laptops/s/computers-woot-/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,Laptops,15,1,10,15,0,0,0,0,0,0,0.0
3391,Dell Technologies,https://bensbargains.com/s/dell-business/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,Laptops,15,1,10,17,0,0,0,0,0,0,0.0
3392,(-$30.00)Price DropSee Price History,https://bensbargains.com/price-change/1008371/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,Laptops,15,1,10,36,0,0,0,0,0,0,0.0
3393,(-$14.00)Price DropSee Price History,https://bensbargains.com/price-change/1006296/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,Laptops,15,1,10,36,0,0,0,0,0,0,0.0
3394,Price HistorySee Price History,https://bensbargains.com/price-change/1007960/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,Laptops,15,1,10,30,0,0,0,0,0,0,0.0
3395,Price HistorySee Price History,https://bensbargains.com/price-change/1007783/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,Laptops,15,1,10,30,0,0,0,0,0,0,0.0
3396,Price HistorySee Price History,https://bensbargains.com/price-change/1007864/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,Laptops,15,1,10,30,0,0,0,0,0,0,0.0
3397,Price HistorySee Price History,https://bensbargains.com/price-change/1007852/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,Laptops,15,1,10,30,0,0,0,0,0,0,0.0
3398,Electronics.woot!,https://bensbargains.com/c/wireless-headphones/s/electronics-woot-/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,wireless-headphones,15,1,10,17,0,0,0,0,0,31,0.0
3399,Price HistorySee Price History,https://bensbargains.com/price-change/1008384/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,wireless-headphones,15,1,10,30,0,0,0,0,0,31,0.0
3400,Electronics.woot!,https://bensbargains.com/s/electronics-woot-/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,wireless-headphones,15,1,10,17,0,0,0,0,0,31,0.0
3401,Price HistorySee Price History,https://bensbargains.com/price-change/1008390/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,wireless-headphones,15,1,10,30,0,0,0,0,0,31,0.0
3402,Dell Refurbished,https://bensbargains.com/c/tablets/s/dell-refurbished/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,tablets,15,1,10,16,0,0,0,0,0,25,0.0
3403,Computers.woot!,https://bensbargains.com/c/tablets/s/computers-woot-/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,tablets,15,1,10,15,0,0,0,0,0,25,0.0
3404,Price HistorySee Price History,https://bensbargains.com/price-change/1006946/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,tablets,15,1,10,30,0,0,0,0,0,25,0.0
3405,Best Samsung Deals,https://bensbargains.com/b/samsung/,,0.0,,0.0,0.0,0.0,1,2025-10-14 15:04:41,bensbargains,tablets,15,1,10,18,0,0,0,0,0,25,0.0
